Airports, Time Slot, Taxi Out Delay
Wiley Post-Will Rogers Memorial Airport,Afternoon,8.060344827586206
Easterwood Airport,Evening,8.043103448275861
Valdez Airport,Morning,7.913793103448276
East Texas Regional Airport,Evening,7.847058823529411
Adak Airport,Evening,7.8088235294117645
King Salmon Airport,Afternoon,7.777777777777778
Deadhorse Airport (Prudhoe Bay Airport),Morning,7.743670886075949
Ralph Wien Memorial Airport,Morning,7.61231884057971
Bethel Airport,Morning,7.565789473684211
Nome Airport,Afternoon,7.391143911439114
Lihue Airport,Morning,7.3574357062989195
Dillingham Airport,Afternoon,7.337662337662338
Wrangell Airport,Afternoon,7.311728395061729
Yakutat Airport,Evening,7.273846153846153
Ralph Wien Memorial Airport,Evening,7.189710610932476
Bethel Airport,Afternoon,7.135384615384615
Kodiak Airport,Morning,7.051470588235294
Wiley Post-Will Rogers Memorial Airport,Morning,7.048543689320389
Southwest Oregon Regional Airport (North Bend Municipal),Morning,7.0
Valdez Airport,Afternoon,6.909090909090909
Bethel Airport,Evening,6.813455657492355
Canyonlands Field,Morning,6.806451612903226
Deadhorse Airport (Prudhoe Bay Airport),Afternoon,6.796875
Ralph Wien Memorial Airport,Afternoon,6.782608695652174
Rock Springs-Sweetwater County Airport,Evening,6.703703703703703
Nome Airport,Evening,6.594936708860759
Wiley Post-Will Rogers Memorial Airport,Evening,6.41
Kodiak Airport,Afternoon,6.358803986710964
Canyonlands Field,Afternoon,6.267857142857143
Deadhorse Airport (Prudhoe Bay Airport),Evening,6.166666666666667
Pocatello Regional Airport,Evening,6.0
Golden Triangle Regional Airport,Evening,6.0
Valdez Airport,Evening,5.645161290322581
Grand Forks International Airport,Evening,4.0
